,0
"('PT', 'Manufacture of tobacco products (16)')",460.29431421
"('PT', 'Manufacture of textiles (17)')",5879.29818102
"('PT', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",7411.91974412
"('PT', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",3310.96249796
"('PT', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",3533.2061807
"('PT', 'Re-processing of secondary wood material into new wood material')",0.0
"('PT', 'Pulp')",1094.79069723
"('PT', 'Re-processing of secondary paper into new pulp')",0.0
"('PT', 'Paper')",3968.60055624
"('PT', 'Publishing, printing and reproduction of recorded media (22)')",926.808749624
"('PT', 'Manufacture of coke oven products')",0.0
"('PT', 'Petroleum Refinery')",7688.37053546
"('PT', 'Processing of nuclear fuel')",0.0344902504491
"('PT', 'Plastics, basic')",6567.95411245
"('PT', 'Re-processing of secondary plastic into new plastic')",0.0
"('PT', 'N-fertiliser')",53.1945081314
"('PT', 'P- and other fertiliser')",159.41860122
"('PT', 'Chemicals nec')",1942.71451645
"('PT', 'Manufacture of rubber and plastic products (25)')",7030.92735774
"('PT', 'Manufacture of glass and glass products')",853.675967662
"('PT', 'Re-processing of secondary glass into new glass')",0.0
"('PT', 'Manufacture of ceramic goods')",888.940106284
"('PT', 'Manufacture of bricks, tiles and construction products, in baked clay')",215.807204623
"('PT', 'Manufacture of cement, lime and plaster')",2197.29893223
"('PT', 'Re-processing of ash into clinker')",0.0
"('PT', 'Manufacture of other non-metallic mineral products n.e.c.')",600.44363629
"('PT', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",0.0
"('PT', 'Re-processing of secondary steel into new steel')",2438.8380604
"('PT', 'Precious metals production')",44.5885910159
"('PT', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('PT', 'Aluminium production')",808.357386372
"('PT', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('PT', 'Lead, zinc and tin production')",300.733465983
"('PT', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('PT', 'Copper production')",371.1037062
"('PT', 'Re-processing of secondary copper into new copper')",0.0
"('PT', 'Other non-ferrous metal production')",251.296636249
"('PT', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('PT', 'Casting of metals')",1238.97105352
"('PT', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",8883.9133999
"('PT', 'Manufacture of machinery and equipment n.e.c. (29)')",14343.4989745
"('PT', 'Manufacture of office machinery and computers (30)')",6266.92952332
"('PT', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.0
"('PT', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0
"('PT', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('PT', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",12995.2046633
"('PT', 'Manufacture of other transport equipment (35)')",2032.35869204
"('PT', 'Manufacture of furniture; manufacturing n.e.c. (36)')",448.142351247
"('PT', 'Recycling of waste and scrap')",11.0909036184
"('PT', 'Recycling of bottles by direct reuse')",0.0
"('PT', 'Production of electricity by coal')",145.855336464
"('PT', 'Production of electricity by gas')",1104.93902558
"('PT', 'Production of electricity by nuclear')",0.0
"('PT', 'Production of electricity by hydro')",764.82715754
"('PT', 'Production of electricity by wind')",778.033635531
"('PT', 'Production of electricity by petroleum and other oil derivatives')",73.9226357133
"('PT', 'Production of electricity by biomass and waste')",15.986683091
"('PT', 'Production of electricity by solar photovoltaic')",105.919491059
"('PT', 'Production of electricity by solar thermal')",0.0
"('PT', 'Production of electricity by tide, wave, ocean')",0.0
"('PT', 'Production of electricity by Geothermal')",13.3942479927
"('PT', 'Production of electricity nec')",0.0
"('PT', 'Transmission of electricity')",682.309959834
"('PT', 'Distribution and trade of electricity')",3077.16596023
"('PT', 'Manufacture of gas; distribution of gaseous fuels through mains')",7263.01629253
"('PT', 'Steam and hot water supply')",108.78268668
"('PT', 'Collection, purification and distribution of water (41)')",1098.53123904
"('PT', 'Construction (45)')",33161.18776
"('PT', 'Re-processing of secondary construction material into aggregates')",0.0
"('PT', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",7737.24407205
"('PT', 'Retail sale of automotive fuel')",402.10758659
"('PT', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",23317.996958
"('PT', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",14661.0249461
"('PT', 'Hotels and restaurants (55)')",23832.4887651
"('PT', 'Transport via railways')",3960.68665507
"('PT', 'Other land transport')",9454.88570973
"('PT', 'Transport via pipelines')",745.217848925
"('PT', 'Sea and coastal water transport')",900.54198826
"('PT', 'Inland water transport')",149.67947986
"('PT', 'Air transport (62)')",6421.77228337
"('PT', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",15881.7423853
"('PT', 'Post and telecommunications (64)')",1794.95409475
"('PT', 'Financial intermediation, except insurance and pension funding (65)')",13701.0000272
"('PT', 'Insurance and pension funding, except compulsory social security (66)')",4642.30394493
"('PT', 'Activities auxiliary to financial intermediation (67)')",2285.33830553
"('PT', 'Real estate activities (70)')",26301.1943678
"('PT', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",6080.90109086
"('PT', 'Computer and related activities (72)')",6468.95003055
"('PT', 'Research and development (73)')",4351.45140243
"('PT', 'Other business activities (74)')",21293.8678827
"('PT', 'Public administration and defence; compulsory social security (75)')",20417.0526788
"('PT', 'Education (80)')",16393.0203119
"('PT', 'Health and social work (85)')",9548.28396183
"('PT', 'Incineration of waste: Food')",1363.62198319
"('PT', 'Incineration of waste: Paper')",1507.07208988
"('PT', 'Incineration of waste: Plastic')",604.41659126
"('PT', 'Incineration of waste: Metals and Inert materials')",2503.66364565
"('PT', 'Incineration of waste: Textiles')",342.02734316
"('PT', 'Incineration of waste: Wood')",406.003084506
"('PT', 'Incineration of waste: Oil/Hazardous waste')",950.760223452
"('PT', 'Biogasification of food waste, incl. land application')",374.285911079
"('PT', 'Biogasification of paper, incl. land application')",44.6657800499
"('PT', 'Biogasification of sewage slugde, incl. land application')",0.0
"('PT', 'Composting of food waste, incl. land application')",688.026716908
"('PT', 'Composting of paper and wood, incl. land application')",26.9222136141
"('PT', 'Waste water treatment, food')",825.697883017
"('PT', 'Waste water treatment, other')",1491.1291687
"('PT', 'Landfill of waste: Food')",3938.15818503
"('PT', 'Landfill of waste: Paper')",2178.0322532
"('PT', 'Landfill of waste: Plastic')",365.981963194
"('PT', 'Landfill of waste: Inert/metal/hazardous')",2456.8380342
"('PT', 'Landfill of waste: Textiles')",529.089801996
"('PT', 'Landfill of waste: Wood')",651.694966332
"('PT', 'Activities of membership organisation n.e.c. (91)')",2216.30872366
"('PT', 'Recreational, cultural and sporting activities (92)')",2866.07865761
"('PT', 'Other service activities (93)')",2929.59658206
"('PT', 'Private households with employed persons (95)')",1527.11649941
"('PT', 'Extra-territorial organizations and bodies')",0.0
"('RO', 'Cultivation of paddy rice')",46.2925974424
"('RO', 'Cultivation of wheat')",2136.19509897
"('RO', 'Cultivation of cereal grains nec')",5445.4303788
"('RO', 'Cultivation of vegetables, fruit, nuts')",6595.07965671
"('RO', 'Cultivation of oil seeds')",1559.86988707
"('RO', 'Cultivation of sugar cane, sugar beet')",32.4795545937
"('RO', 'Cultivation of plant-based fibers')",0.679685353943
"('RO', 'Cultivation of crops nec')",111.038753308
"('RO', 'Cattle farming')",375.034340063
"('RO', 'Pigs farming')",775.829859784
"('RO', 'Poultry farming')",1440.31132647
"('RO', 'Meat animals nec')",357.986983015
"('RO', 'Animal products nec')",60.40171055
"('RO', 'Raw milk')",3501.08692337
"('RO', 'Wool, silk-worm cocoons')",25.5862219303
"('RO', 'Manure treatment (conventional), storage and land application')",0.0
"('RO', 'Manure treatment (biogas), storage and land application')",0.0
"('RO', 'Forestry, logging and related service activities (02)')",2162.82467977
"('RO', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",581.077493322
"('RO', 'Mining of coal and lignite; extraction of peat (10)')",208.03761431
"('RO', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",4342.34177138
"('RO', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",6198.84659935
"('RO', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",85.0423353234
"('RO', 'Mining of uranium and thorium ores (12)')",0.00159777120717
"('RO', 'Mining of iron ores')",0.0
"('RO', 'Mining of copper ores and concentrates')",0.898936255911
"('RO', 'Mining of nickel ores and concentrates')",0.0
"('RO', 'Mining of aluminium ores and concentrates')",0.0
"('RO', 'Mining of precious metal ores and concentrates')",0.969432956092
"('RO', 'Mining of lead, zinc and tin ores and concentrates')",0.148196957761
"('RO', 'Mining of other non-ferrous metal ores and concentrates')",0.0223693166972
"('RO', 'Quarrying of stone')",0.573259991781
"('RO', 'Quarrying of sand and clay')",1.26467777867
"('RO', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.98310930935
"('RO', 'Processing of meat cattle')",507.309916725
"('RO', 'Processing of meat pigs')",1215.36092494
"('RO', 'Processing of meat poultry')",758.710955387
"('RO', 'Production of meat products nec')",427.423745646
"('RO', 'Processing vegetable oils and fats')",230.708593801
"('RO', 'Processing of dairy products')",2171.36119014
"('RO', 'Processed rice')",7.70404393314
"('RO', 'Sugar refining')",5.51942317434
"('RO', 'Processing of Food products nec')",7355.46429097
"('RO', 'Manufacture of beverages')",7823.04027341
"('RO', 'Manufacture of fish products')",129.534734957
"('RO', 'Manufacture of tobacco products (16)')",229.798187218
"('RO', 'Manufacture of textiles (17)')",3289.7176338
"('RO', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",3539.95914198
"('RO', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",1611.79821004
"('RO', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",3548.62834307
"('RO', 'Re-processing of secondary wood material into new wood material')",0.0
"('RO', 'Pulp')",595.317975847
"('RO', 'Re-processing of secondary paper into new pulp')",0.0
"('RO', 'Paper')",1254.20146029
"('RO', 'Publishing, printing and reproduction of recorded media (22)')",804.909080911
"('RO', 'Manufacture of coke oven products')",0.00178831000541
"('RO', 'Petroleum Refinery')",6626.33494431
"('RO', 'Processing of nuclear fuel')",0.0
"('RO', 'Plastics, basic')",2704.40532756
"('RO', 'Re-processing of secondary plastic into new plastic')",0.0
"('RO', 'N-fertiliser')",9.547574864
"('RO', 'P- and other fertiliser')",2845.96456377
"('RO', 'Chemicals nec')",870.893758295
"('RO', 'Manufacture of rubber and plastic products (25)')",8634.51409073
"('RO', 'Manufacture of glass and glass products')",386.285534609
"('RO', 'Re-processing of secondary glass into new glass')",0.0
"('RO', 'Manufacture of ceramic goods')",309.306523598
"('RO', 'Manufacture of bricks, tiles and construction products, in baked clay')",200.891101932
"('RO', 'Manufacture of cement, lime and plaster')",2518.49368074
"('RO', 'Re-processing of ash into clinker')",0.0
"('RO', 'Manufacture of other non-metallic mineral products n.e.c.')",175.816018266
"('RO', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",2452.09076655
"('RO', 'Re-processing of secondary steel into new steel')",1265.92212057
"('RO', 'Precious metals production')",1.6255622653
"('RO', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('RO', 'Aluminium production')",1212.47208384
"('RO', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('RO', 'Lead, zinc and tin production')",1333.11308469
"('RO', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('RO', 'Copper production')",1557.33321776
"('RO', 'Re-processing of secondary copper into new copper')",0.0
"('RO', 'Other non-ferrous metal production')",231.836988122
"('RO', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('RO', 'Casting of metals')",217.127234989
"('RO', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",8129.4949948
"('RO', 'Manufacture of machinery and equipment n.e.c. (29)')",10917.6758163
